,state_po,county,cor_pred,Repnum,Demnum,FIPS
2136,ME,Androscoggin,3,1,2,23001
2137,MI,Chippewa,3,3,0,26033
2138,MI,Clare,3,2,1,26035
2139,MI,Crawford,3,3,0,26039
2140,MI,Dickinson,3,3,0,26043
2141,MI,Midland,3,3,0,26111
2142,MI,Missaukee,3,3,0,26113
2143,MI,Montcalm,3,3,0,26117
2144,MI,Montmorency,3,3,0,26119
2145,MI,Newaygo,3,3,0,26123
2146,MI,Ogemaw,3,2,1,26129
2147,MI,Osceola,3,3,0,26133
2148,MI,Oscoda,3,3,0,26135
2149,MI,Otsego,3,3,0,26137
2150,MI,Ottawa,3,3,0,26139
2151,MI,Roscommon,3,2,1,26143
2152,MI,Saginaw,3,1,2,26145
2153,MI,Sanilac,3,3,0,26151
2154,MI,St. Joseph,3,3,0,26149
2155,MI,Tuscola,3,3,0,26157
2156,MI,Mecosta,3,3,0,26107
2157,MI,Mackinac,3,3,0,26097
2158,MI,Luce,3,3,0,26095
2159,MI,Ionia,3,3,0,26067
2160,MI,Emmet,3,3,0,26047
2161,MI,Gogebic,3,1,2,26053
2162,MI,Grand Traverse,3,3,0,26055
2163,MI,Hillsdale,3,3,0,26059
2164,MI,Houghton,3,3,0,26061
2165,MI,Huron,3,3,0,26063
2166,MI,Iosco,3,2,1,26069
2167,MI,Livingston,3,3,0,26093
2168,MI,Iron,3,2,1,26071
2169,MI,Isabella,3,1,2,26073
2170,MI,Kalkaska,3,3,0,26079
2171,MI,Keweenaw,3,3,0,26083
2172,MI,Lake,3,1,2,26085
2173,MI,Lapeer,3,3,0,26087
2174,MD,Calvert,3,3,0,24009
2175,LA,Winn,3,3,0,22127
2176,KY,Owen,3,3,0,21187
2177,KY,Washington,3,3,0,21229
2178,KY,Webster,3,3,0,21233
2179,KY,Whitley,3,3,0,21235
2180,KY,Wolfe,3,2,1,21237
2181,KY,Woodford,3,3,0,21239
2182,LA,Acadia,3,3,0,22001
2183,LA,Allen,3,3,0,22003
2184,LA,Ascension,3,3,0,22005
2185,LA,Avoyelles,3,3,0,22009
2186,LA,Beauregard,3,3,0,22011
2187,LA,Bossier,3,3,0,22015
2188,LA,Caddo,3,1,2,22017
2189,LA,Calcasieu,3,3,0,22019
2190,LA,Caldwell,3,3,0,22021
2191,LA,Cameron,3,3,0,22023
2192,LA,Catahoula,3,3,0,22025
2193,KY,Wayne,3,3,0,21231
2194,KY,Warren,3,3,0,21227
2195,LA,West Feliciana,3,3,0,22125
2196,KY,Union,3,3,0,21225
2197,KY,Pendleton,3,3,0,21191
2198,KY,Powell,3,3,0,21197
2199,KY,Pulaski,3,3,0,21199
2200,KY,Robertson,3,3,0,21201
2201,KY,Rockcastle,3,3,0,21203
2202,KY,Rowan,3,2,1,21205
2203,KY,Russell,3,3,0,21207
2204,KY,Scott,3,3,0,21209
2205,KY,Shelby,3,3,0,21211
2206,KY,Simpson,3,3,0,21213
2207,KY,Spencer,3,3,0,21215
2208,KY,Taylor,3,3,0,21217
2209,KY,Todd,3,3,0,21219
2210,KY,Trigg,3,3,0,21221
2211,KY,Trimble,3,3,0,21223
2212,LA,Claiborne,3,3,0,22027
2213,LA,Concordia,3,3,0,22029
2214,LA,De Soto,3,3,0,22031
2215,LA,East Feliciana,3,3,0,22037
2216,LA,Richland,3,3,0,22083
2217,LA,Sabine,3,3,0,22085
2218,LA,St. Bernard,3,3,0,22087
2219,LA,St. Charles,3,3,0,22089
2220,LA,St. Martin,3,3,0,22099
2221,LA,St. Mary,3,3,0,22101
2222,LA,St. Tammany,3,3,0,22103
2223,LA,Tangipahoa,3,3,0,22105
2224,LA,Terrebonne,3,3,0,22109
2225,LA,Union,3,3,0,22111
2226,LA,Vermilion,3,3,0,22113
2227,LA,Vernon,3,3,0,22115
2228,LA,Washington,3,3,0,22117
2229,LA,Webster,3,3,0,22119
2230,LA,West Carroll,3,3,0,22123
2231,LA,Red River,3,3,0,22081
2232,LA,Rapides,3,3,0,22079
2233,LA,Plaquemines,3,3,0,22075
2234,LA,Jefferson Davis,3,3,0,22053
2235,LA,Evangeline,3,3,0,22039
2236,LA,Franklin,3,3,0,22041
2237,LA,Grant,3,3,0,22043
2238,LA,Iberia,3,3,0,22045
2239,LA,Jackson,3,3,0,22049
2240,LA,Jefferson,3,3,0,22051
2241,LA,La Salle,3,3,0,22059
2242,LA,Ouachita,3,3,0,22073
2243,LA,Lafayette,3,3,0,22055
2244,LA,Lafourche,3,3,0,22057
2245,LA,Lincoln,3,3,0,22061
2246,LA,Livingston,3,3,0,22063
2247,LA,Morehouse,3,3,0,22067
2248,LA,Natchitoches,3,3,0,22069
2249,MI,Wexford,3,3,0,26165
2250,MN,Aitkin,3,2,1,27001
2251,MN,Anoka,3,3,0,27003
2252,MO,Grundy,3,3,0,29079
2253,MO,Henry,3,3,0,29083
2254,MO,Hickory,3,3,0,29085
2255,MO,Holt,3,3,0,29087
2256,MO,Howard,3,3,0,29089
2257,MO,Howell,3,3,0,29091
2258,MO,Jasper,3,3,0,29097
2259,MO,Jefferson,3,2,1,29099
2260,MO,Johnson,3,3,0,29101
2261,MO,Knox,3,3,0,29103
2262,MO,Laclede,3,3,0,29105
2263,MO,Lafayette,3,3,0,29107
2264,MO,Lawrence,3,3,0,29109
2265,MO,Lewis,3,3,0,29111
2266,MO,Lincoln,3,3,0,29113
2267,MO,Linn,3,3,0,29115
2268,MO,Harrison,3,3,0,29081
2269,MO,Greene,3,3,0,29077
2270,MN,Becker,3,3,0,27005
2271,MO,Gentry,3,3,0,29075
2272,MO,Christian,3,3,0,29043
2273,MO,Clark,3,3,0,29045
2274,MO,Clinton,3,3,0,29049
2275,MO,Cole,3,3,0,29051
2276,MO,Cooper,3,3,0,29053
2277,MO,Crawford,3,3,0,29055
2278,MO,Dade,3,3,0,29057
2279,MO,Dallas,3,3,0,29059
2280,MO,Daviess,3,3,0,29061
2281,MO,DeKalb,3,3,0,29063
2282,MO,Dent,3,3,0,29065
2283,MO,Douglas,3,3,0,29067
2284,MO,Dunklin,3,3,0,29069
2285,MO,Franklin,3,3,0,29071
2286,MO,Gasconade,3,3,0,29073
2287,MO,Livingston,3,3,0,29117
2288,MO,Macon,3,3,0,29121
2289,MO,Madison,3,3,0,29123
2290,MO,Maries,3,3,0,29125
2291,MO,Polk,3,3,0,29167
2292,MO,Pulaski,3,3,0,29169
2293,MO,Putnam,3,3,0,29171
2294,MO,Ralls,3,3,0,29173
2295,MO,Randolph,3,3,0,29175
2296,MO,Reynolds,3,3,0,29179
2297,MO,Ripley,3,3,0,29181
2298,MO,Schuyler,3,3,0,29197
2299,MO,Scotland,3,3,0,29199
2300,MO,Scott,3,3,0,29201
2301,MO,Shannon,3,3,0,29203
2302,MO,Shelby,3,3,0,29205
2303,MO,St. Charles,3,3,0,29183
2304,MO,St. Clair,3,3,0,29185
2305,MO,St. Francois,3,3,0,29187
2306,MO,Platte,3,3,0,29165
2307,MO,Pike,3,3,0,29163
2308,MO,Phelps,3,3,0,29161
2309,MO,Montgomery,3,3,0,29139
2310,MO,Marion,3,3,0,29127
2311,MO,McDonald,3,3,0,29119
2312,MO,Mercer,3,3,0,29129
2313,MO,Miller,3,3,0,29131
2314,MO,Moniteau,3,3,0,29135
2315,MO,Monroe,3,3,0,29137
2316,MO,Morgan,3,3,0,29141
2317,MO,Pettis,3,3,0,29159
2318,MO,Newton,3,3,0,29145
2319,MO,Nodaway,3,3,0,29147
2320,MO,Oregon,3,3,0,29149
2321,MO,Osage,3,3,0,29151
2322,MO,Ozark,3,3,0,29153
2323,MO,Perry,3,3,0,29157
2324,MO,Chariton,3,3,0,29041
2325,MO,Cedar,3,3,0,29039
2326,MO,Cass,3,3,0,29037
2327,MN,Pipestone,3,3,0,27117
2328,MN,Jackson,3,3,0,27063
2329,MN,Kanabec,3,3,0,27065
2330,MN,Kandiyohi,3,3,0,27067
2331,MN,Lake of the Woods,3,3,0,27077
2332,MN,Le Sueur,3,3,0,27079
2333,MN,Lincoln,3,2,1,27081
2334,MN,Lyon,3,3,0,27083
2335,MN,Martin,3,3,0,27091
2336,MN,McLeod,3,3,0,27085
2337,MN,Meeker,3,3,0,27093
2338,MN,Mille Lacs,3,3,0,27095
2339,MN,Morrison,3,3,0,27097
2340,MN,Mower,3,1,2,27099
2341,MN,Nobles,3,3,0,27105
2342,MN,Itasca,3,1,2,27061
2343,MN,Isanti,3,3,0,27059
2344,MN,Hubbard,3,3,0,27057
2345,MN,Cook,3,1,2,27031
2346,MN,Benton,3,3,0,27009
2347,MN,Brown,3,3,0,27015
2348,MN,Carver,3,3,0,27019
2349,MN,Cass,3,3,0,27021
2350,MN,Chisago,3,3,0,27025
2351,MN,Clearwater,3,3,0,27029
2352,MN,Cottonwood,3,3,0,27033
2353,MN,Goodhue,3,3,0,27049
2354,MN,Crow Wing,3,3,0,27035
2355,MN,Dodge,3,3,0,27039
2356,MN,Douglas,3,3,0,27041
2357,MN,Faribault,3,3,0,27043
2358,MN,Fillmore,3,1,2,27045
2359,MN,Freeborn,3,1,2,27047
2360,MN,Otter Tail,3,3,0,27111
2361,MN,Redwood,3,3,0,27127
2362,MO,Carter,3,3,0,29035
2363,MN,Renville,3,3,0,27129
2364,MO,Atchison,3,3,0,29005
2365,MO,Audrain,3,3,0,29007
2366,MO,Barry,3,3,0,29009
2367,MO,Barton,3,3,0,29011
2368,MO,Bates,3,3,0,29013
2369,MO,Benton,3,3,0,29015
2370,MO,Bollinger,3,3,0,29017
2371,MO,Boone,3,1,2,29019
2372,MO,Buchanan,3,2,1,29021
2373,MO,Butler,3,3,0,29023
2374,MO,Caldwell,3,3,0,29025
2375,MO,Callaway,3,3,0,29027
2376,MO,Camden,3,3,0,29029
2377,MO,Cape Girardeau,3,3,0,29031
2378,MO,Carroll,3,3,0,29033
2379,MO,Andrew,3,3,0,29003
2380,MO,Adair,3,3,0,29001
2381,MN,Wright,3,3,0,27171
2382,MN,Stearns,3,3,0,27145
2383,MN,Rice,3,1,2,27131
2384,MN,Rock,3,3,0,27133
2385,MN,Roseau,3,3,0,27135
2386,MN,Scott,3,3,0,27139
2387,MN,Sherburne,3,3,0,27141
2388,MN,Sibley,3,3,0,27143
2389,MN,Steele,3,3,0,27147
2390,MN,Winona,3,1,2,27169
2391,MN,Swift,3,1,2,27151
2392,MN,Todd,3,3,0,27153
2393,MN,Wabasha,3,3,0,27157
2394,MN,Wadena,3,3,0,27159
2395,MN,Waseca,3,3,0,27161
2396,MN,Wilkin,3,3,0,27167
2397,KY,Owsley,3,3,0,21189
2398,MD,Frederick,3,3,0,24021
2399,WY,Weston,3,3,0,56045
2400,KY,Jackson,3,3,0,21109
2401,KS,Linn,3,3,0,20107
2402,KS,Sheridan,3,3,0,20179
2403,KY,Knox,3,3,0,21121
2404,KS,Logan,3,3,0,20109
2405,KS,Lyon,3,3,0,20111
2406,KY,Campbell,3,3,0,21037
2407,KY,Kenton,3,3,0,21117
2408,KY,Johnson,3,3,0,21115
2409,KS,Shawnee,3,3,0,20177
2410,KY,Jessamine,3,3,0,21113
2411,KS,Seward,3,3,0,20175
2412,KS,Russell,3,3,0,20167
2413,KY,Carlisle,3,3,0,21039
2414,KS,Marion,3,3,0,20115
2415,KY,Hopkins,3,3,0,21107
2416,KS,Marshall,3,3,0,20117
2417,KY,Hickman,3,3,0,21105
2418,KY,Carroll,3,3,0,21041
2419,KS,Sedgwick,3,3,0,20173
2420,KY,Casey,3,3,0,21045
2421,KY,Christian,3,3,0,21047
2422,KS,Scott,3,3,0,20171
2423,KY,Calloway,3,3,0,21035
2424,KS,Lincoln,3,3,0,20105
2425,KY,Larue,3,3,0,21123
2426,KS,Sherman,3,3,0,20181
2427,KY,Butler,3,3,0,21031
2428,KY,Marshall,3,3,0,21157
2429,KS,Kingman,3,3,0,20095
2430,KS,Kiowa,3,3,0,20097
2431,KS,Labette,3,3,0,20099
2432,KS,Stanton,3,3,0,20187
2433,KY,Marion,3,3,0,21155
2434,KY,Madison,3,3,0,21151
2435,KY,Lyon,3,3,0,21143
2436,KS,Lane,3,3,0,20101
2437,KS,Leavenworth,3,3,0,20103
2438,KY,Caldwell,3,3,0,21033
2439,KY,Livingston,3,3,0,21139
2440,KY,Lincoln,3,3,0,21137
2441,KY,Lewis,3,3,0,21135
2442,KS,Stafford,3,3,0,20185
2443,KY,Leslie,3,3,0,21131
2444,KY,Lee,3,3,0,21129
2445,KY,Lawrence,3,3,0,21127
2446,KS,Smith,3,3,0,20183
2447,KY,Laurel,3,3,0,21125
2448,KS,Saline,3,3,0,20169
2449,KY,Clark,3,3,0,21049
2450,KY,Martin,3,3,0,21159
2451,KY,Gallatin,3,3,0,21077
2452,KS,Ness,3,3,0,20135
2453,KY,Grayson,3,3,0,21085
2454,KS,Norton,3,3,0,20137
2455,KS,Reno,3,3,0,20155
2456,KY,Graves,3,3,0,21083
2457,KS,Osage,3,3,0,20139
2458,KY,Grant,3,3,0,21081
2459,KY,Daviess,3,3,0,21059
2460,KY,Garrard,3,3,0,21079
2461,KY,Edmonson,3,3,0,21061
2462,KY,Elliott,3,1,2,21063
2463,KS,McPherson,3,3,0,20113
2464,KS,Rawlins,3,3,0,20153
2465,KY,Estill,3,3,0,21065
2466,KS,Osborne,3,3,0,20141
2467,KS,Ottawa,3,3,0,20143
2468,KS,Pratt,3,3,0,20151
2469,KS,Pottawatomie,3,3,0,20149
2470,KY,Fleming,3,3,0,21069
2471,KY,Franklin,3,2,1,21073
2472,KS,Phillips,3,3,0,20147
2473,KS,Pawnee,3,3,0,20145
2474,KY,Green,3,3,0,21087
2475,KS,Neosho,3,3,0,20133
2476,KY,Cumberland,3,3,0,21057
2477,KY,Greenup,3,3,0,21089
2478,KS,Meade,3,3,0,20119
2479,KS,Miami,3,3,0,20121
2480,KY,Clay,3,3,0,21051
2481,KS,Rush,3,3,0,20165
2482,KY,Henry,3,3,0,21103
2483,KS,Mitchell,3,3,0,20123
2484,KS,Montgomery,3,3,0,20125
2485,KS,Rooks,3,3,0,20163
2486,KY,Adair,3,3,0,21001
2487,KY,Henderson,3,2,1,21101
2488,KY,Hart,3,3,0,21099
2489,KY,Clinton,3,3,0,21053
2490,KS,Riley,3,3,0,20161
2491,KY,Harrison,3,3,0,21097
2492,KS,Rice,3,3,0,20159
2493,KY,Hardin,3,3,0,21093
2494,KS,Morris,3,3,0,20127
2495,KS,Republic,3,3,0,20157
2496,KS,Morton,3,3,0,20129
2497,KS,Nemaha,3,3,0,20131
2498,KY,Crittenden,3,3,0,21055
2499,KS,Kearny,3,3,0,20093
2500,KY,Logan,3,3,0,21141
2501,KS,Johnson,3,3,0,20091
2502,KY,Monroe,3,3,0,21171
2503,KS,Geary,3,3,0,20061
2504,KY,Boone,3,3,0,21015
2505,KS,Wallace,3,3,0,20199
2506,KS,Gove,3,3,0,20063
2507,KY,Bourbon,3,3,0,21017
2508,KY,Ohio,3,3,0,21183
2509,KS,Wabaunsee,3,3,0,20197
2510,KY,Boyle,3,3,0,21021
2511,KS,Grant,3,3,0,20067
2512,KY,Nicholas,3,3,0,21181
2513,KS,Gray,3,3,0,20069
2514,KY,Bracken,3,3,0,21023
2515,KS,Greeley,3,3,0,20071
2516,KY,Nelson,3,3,0,21179
2517,KS,Trego,3,3,0,20195
2518,KY,Morgan,3,3,0,21175
2519,KY,Montgomery,3,3,0,21173
2520,KS,Franklin,3,3,0,20059
2521,KS,Ford,3,3,0,20057
2522,KS,Finney,3,3,0,20055
2523,KS,Edwards,3,3,0,20047
2524,KY,Oldham,3,3,0,21185
2525,KY,Allen,3,3,0,21003
2526,KY,Anderson,3,3,0,21005
2527,KS,Cowley,3,3,0,20035
2528,KS,Decatur,3,3,0,20039
2529,KS,Dickinson,3,3,0,20041
2530,KS,Doniphan,3,3,0,20043
2531,KY,Barren,3,3,0,21009
2532,KY,Bell,3,3,0,21013
2533,KS,Woodson,3,3,0,20207
2534,KS,Elk,3,3,0,20049
2535,KS,Wilson,3,3,0,20205
2536,KS,Wichita,3,3,0,20203
2537,KS,Ellis,3,3,0,20051
2538,KS,Ellsworth,3,3,0,20053
2539,KS,Washington,3,3,0,20201
2540,KS,Greenwood,3,3,0,20073
2541,KS,Graham,3,3,0,20065
2542,KS,Haskell,3,3,0,20081
2543,KS,Jefferson,3,3,0,20087
2544,KY,Mercer,3,3,0,21167
2545,KS,Harvey,3,3,0,20079
2546,KS,Hodgeman,3,3,0,20083
2547,KY,Metcalfe,3,3,0,21169
2548,KY,Bullitt,3,3,0,21029
2549,KY,Meade,3,3,0,21163
2550,KS,Jackson,3,3,0,20085
2551,KY,Breckinridge,3,3,0,21027
2552,KS,Thomas,3,3,0,20193
2553,KY,McLean,3,3,0,21149
2554,KS,Harper,3,3,0,20077
2555,KY,Menifee,3,2,1,21165
2556,KS,Hamilton,3,3,0,20075
2557,KS,Stevens,3,3,0,20189
2558,KY,McCreary,3,3,0,21147
2559,KY,Mason,3,3,0,21161
2560,KS,Jewell,3,3,0,20089
2561,KS,Sumner,3,3,0,20191
2562,KY,McCracken,3,3,0,21145
2563,OH,Lorain,2,0,2,39093
2564,CA,Marin,2,0,2,6041
2565,PA,Greene,2,2,0,42059
2566,AZ,Coconino,2,0,2,4005
2567,NC,Chowan,2,2,0,37041
2568,AR,St. Francis,2,0,2,5123
2569,OH,Lucas,2,0,2,39095
2570,VT,Addison,2,0,2,50001
2571,PA,Lehigh,2,0,2,42077
2572,CO,Boulder,2,0,2,8013
2573,NC,Chatham,2,0,2,37037
2574,CA,Napa,2,0,2,6055
2575,CA,Monterey,2,0,2,6053
2576,KS,Wyandotte,2,0,2,20209
2577,VA,Sussex,2,0,2,51183
2578,OR,Washington,2,0,2,41067
2579,AZ,Apache,2,0,2,4001
2580,VA,Southampton,2,2,0,51175
2581,CO,Costilla,2,0,2,8023
2582,PA,Lackawanna,2,0,2,42069
2583,OH,Cuyahoga,2,0,2,39035
2584,PA,Lawrence,2,2,0,42073
2585,OH,Mahoning,2,0,2,39099
2586,CO,Denver,2,0,2,8031
2587,VA,Surry,2,0,2,51181
2588,CA,San Francisco,2,0,2,6075
2589,PA,Allegheny,2,0,2,42003
2590,VA,Northampton,2,0,2,51131
2591,CA,Contra Costa,2,0,2,6013
2592,VA,Greensville,2,0,2,51081
2593,CA,Solano,2,0,2,6095
2594,CA,Sacramento,2,0,2,6067
2595,OH,Franklin,2,0,2,39049
2596,CA,Santa Cruz,2,0,2,6087
2597,CA,Los Angeles,2,0,2,6037
2598,MT,Silver Bow,2,0,2,30093
2599,CA,Santa Clara,2,0,2,6085
2600,CA,Santa Barbara,2,0,2,6083
2601,CA,San Mateo,2,0,2,6081
2602,CA,San Benito,2,0,2,6069
2603,CA,Humboldt,2,0,2,6023
2604,CA,Sonoma,2,0,2,6097
2605,CA,Mendocino,2,0,2,6045
2606,NC,Anson,2,0,2,37007
2607,CA,Imperial,2,0,2,6025
2608,VA,Russell,2,2,0,51167
2609,NC,Bertie,2,0,2,37015
2610,AZ,Pima,2,0,2,4019
2611,CA,Yolo,2,0,2,6113
2612,AZ,Santa Cruz,2,0,2,4023
2613,MN,Pine,2,1,1,27115
2614,CA,Orange,2,2,0,6059
2615,OH,Jefferson,2,1,1,39081
2616,CA,Alameda,2,0,2,6001
2617,CA,Lake,2,0,2,6033
2618,MN,Ramsey,2,0,2,27123
2619,PA,Bucks,2,0,2,42017
2620,PA,Delaware,2,0,2,42045
2621,OR,Multnomah,2,0,2,41051
2622,WA,Thurston,2,0,2,53067
2623,VT,Bennington,2,0,2,50003
2624,AL,Hale,2,0,2,1065
2625,WV,McDowell,2,1,1,54047
2626,MS,Jefferson,2,0,2,28063
2627,MS,Jefferson Davis,2,0,2,28065
2628,WV,Marion,2,1,1,54049
2629,WV,Lincoln,2,2,0,54043
2630,WV,Kanawha,2,2,0,54039
2631,AL,Dallas,2,0,2,1047
2632,MS,Kemper,2,0,2,28069
2633,WV,Harrison,2,2,0,54033
2634,MO,New Madrid,2,2,0,29143
2635,OK,Okmulgee,2,2,0,40111
2636,OK,Ottawa,2,2,0,40115
2637,MO,Mississippi,2,2,0,29133
2638,AL,Greene,2,0,2,1063
2639,MS,Leflore,2,0,2,28083
2640,OH,Monroe,2,1,1,39111
2641,WV,Braxton,2,1,1,54007
2642,WV,Boone,2,1,1,54005
2643,AL,Jackson,2,2,0,1071
2644,AL,Lawrence,2,2,0,1079
2645,MS,Marshall,2,0,2,28093
2646,AL,Lowndes,2,0,2,1085
2647,AL,Macon,2,0,2,1087
2648,IN,Scott,2,2,0,18143
2649,MS,Noxubee,2,0,2,28103
2650,AL,Montgomery,2,0,2,1101
2651,AL,Perry,2,0,2,1105
2652,WI,Rock,2,0,2,55105
2653,AL,Russell,2,0,2,1113
2654,WI,Portage,2,0,2,55097
2655,AL,Colbert,2,2,0,1033
2656,MS,Issaquena,2,0,2,28055
2657,MS,Humphreys,2,0,2,28053
2658,MS,Holmes,2,0,2,28051
2659,OK,Haskell,2,2,0,40061
2660,OK,Hughes,2,2,0,40063
2661,MS,Adams,2,0,2,28001
2662,KS,Douglas,2,0,2,20045
2663,MO,Saline,2,2,0,29195
2664,MS,Benton,2,1,1,28009
2665,MS,Bolivar,2,0,2,28011
2666,OK,Latimer,2,2,0,40077
2667,MO,Ray,2,2,0,29177
2668,WV,Wyoming,2,2,0,54109
2669,MS,Claiborne,2,0,2,28021
2670,WV,Webster,2,1,1,54101
2671,MS,Clay,2,0,2,28025
2672,MS,Coahoma,2,0,2,28027
2673,OK,Choctaw,2,2,0,40023
2674,AL,Bullock,2,0,2,1011
2675,OK,Cherokee,2,2,0,40021
2676,OK,McIntosh,2,2,0,40091
2677,MO,Pemiscot,2,2,0,29155
2678,OK,Muskogee,2,2,0,40101
2679,AL,Choctaw,2,2,0,1023
2680,MS,Hinds,2,0,2,28049
2681,AL,Sumter,2,0,2,1119
2682,WI,Pierce,2,1,1,55093
2683,MS,Quitman,2,0,2,28119
2684,AR,Hot Spring,2,2,0,5059
2685,AR,Jefferson,2,0,2,5069
2686,MT,Big Horn,2,0,2,30003
2687,AR,Lafayette,2,2,0,5073
2688,WA,Snohomish,2,0,2,53061
2689,AR,Lee,2,0,2,5077
2690,WA,San Juan,2,0,2,53055
2691,WA,Pierce,2,0,2,53053
2692,IN,Lake,2,0,2,18089
2693,OR,Hood River,2,0,2,41027
2694,WA,Kitsap,2,0,2,53035
2695,WA,King,2,0,2,53033
2696,WA,Jefferson,2,0,2,53031
2697,AR,Nevada,2,2,0,5099
2698,AR,Ouachita,2,2,0,5103
2699,AR,Phillips,2,0,2,5107
2700,OR,Lane,2,0,2,41039
2701,MT,Deer Lodge,2,0,2,30023
2702,OR,Lincoln,2,0,2,41041
2703,AR,Pulaski,2,0,2,5119
2704,MO,Clay,2,2,0,29047
2705,VT,Windsor,2,0,2,50027
2706,VT,Windham,2,0,2,50025
2707,VT,Washington,2,0,2,50023
2708,VT,Rutland,2,0,2,50021
2709,VT,Lamoille,2,0,2,50015
2710,VT,Grand Isle,2,0,2,50013
2711,VT,Franklin,2,0,2,50011
2712,MT,Glacier,2,0,2,30035
2713,VT,Chittenden,2,0,2,50007
2714,AR,Izard,2,2,0,5065
2715,WI,Ashland,2,0,2,55003
2716,WI,Bayfield,2,0,2,55007
2717,OH,Summit,2,0,2,39153
2718,MS,Sharkey,2,0,2,28125
2719,AL,Wilcox,2,0,2,1131
2720,WI,Milwaukee,2,0,2,55079
2721,WI,Menominee,2,0,2,55078
2722,MO,Jackson,2,2,0,29095
2723,AR,Ashley,2,2,0,5003
2724,MS,Sunflower,2,0,2,28133
2725,MS,Tallahatchie,2,0,2,28135
2726,WI,La Crosse,2,0,2,55063
2727,OR,Benton,2,0,2,41003
2728,AR,Chicot,2,0,2,5017
2729,MS,Tunica,2,0,2,28143
2730,WI,Iowa,2,0,2,55049
2731,OR,Clatsop,2,0,2,41007
2732,WI,Green,2,0,2,55045
2733,AR,Craighead,2,2,0,5031
2734,MS,Washington,2,0,2,28151
2735,WI,Eau Claire,2,0,2,55035
2736,AR,Crittenden,2,0,2,5035
2737,WI,Douglas,2,0,2,55031
2738,AR,Cross,2,2,0,5037
2739,AR,Dallas,2,2,0,5039
2740,WI,Dane,2,0,2,55025
2741,AR,Desha,2,0,2,5041
2742,AR,Drew,2,2,0,5043
2743,MS,Wilkinson,2,0,2,28157
2744,MS,Yalobusha,2,2,0,28161
2745,AR,Greene,2,2,0,5055
2746,OH,Athens,2,0,2,39009
2747,VA,Charles City,2,0,2,51036
2748,GA,McIntosh,2,2,0,13191
2749,TX,El Paso,2,0,2,48141
2750,LA,St. James,2,0,2,22093
2751,LA,St. John the Baptist,2,0,2,22095
2752,GA,Mitchell,2,2,0,13205
2753,LA,St. Landry,2,2,0,22097
2754,GA,Meriwether,2,2,0,13199
2755,NY,Albany,2,0,2,36001
2756,GA,Muscogee,2,0,2,13215
2757,TX,Fort Bend,2,2,0,48157
2758,NY,Bronx,2,0,2,36005
2759,GA,Macon,2,0,2,13193
2760,LA,Tensas,2,0,2,22107
2761,GA,Liberty,2,0,2,13179
2762,KY,Jefferson,2,0,2,21111
2763,LA,St. Helena,2,0,2,22091
2764,TX,Duval,2,0,2,48131
2765,NM,Taos,2,0,2,35055
2766,GA,Talbot,2,0,2,13263
2767,LA,Iberville,2,0,2,22047
2768,GA,Terrell,2,0,2,13273
2769,GA,Telfair,2,2,0,13271
2770,NV,Clark,2,0,2,32003
2771,GA,Taliaferro,2,0,2,13265
2772,GA,Stewart,2,0,2,13259
2773,TX,Dimmit,2,0,2,48127
2774,KY,Magoffin,2,2,0,21153
2775,LA,Madison,2,0,2,22065
2776,GA,Richmond,2,0,2,13245
2777,GA,Randolph,2,0,2,13243
2778,LA,Orleans,2,0,2,22071
2779,KY,Letcher,2,2,0,21133
2780,NY,Clinton,2,0,2,36019
2781,LA,West Baton Rouge,2,2,0,22121
2782,NY,Columbia,2,0,2,36021
2783,MN,Lake,2,0,2,27075
2784,MA,Worcester,2,0,2,25027
2785,MD,Anne Arundel,2,2,0,24003
2786,GA,Fulton,2,0,2,13121
2787,MD,Baltimore,2,0,2,24005
2788,SD,Dewey,2,0,2,46041
2789,MD,Charles,2,0,2,24017
2790,GA,Jefferson,2,0,2,13163
2791,TX,Jim Hogg,2,0,2,48247
2792,TX,Jim Wells,2,0,2,48249
2793,KY,Harlan,2,2,0,21095
2794,GA,Dougherty,2,0,2,13095
2795,SD,Clay,2,0,2,46027
2796,MD,Howard,2,0,2,24027
2797,MA,Suffolk,2,0,2,25025
2798,MA,Plymouth,2,0,2,25023
2799,MA,Norfolk,2,0,2,25021
2800,GA,Gwinnett,2,2,0,13135
2801,TX,Hidalgo,2,0,2,48215
2802,MA,Nantucket,2,0,2,25019
2803,MA,Middlesex,2,0,2,25017
2804,GA,Hancock,2,0,2,13141
2805,MA,Hampshire,2,0,2,25015
2806,MA,Hampden,2,0,2,25013
2807,MA,Franklin,2,0,2,25011
2808,MA,Essex,2,0,2,25009
2809,GA,Henry,2,2,0,13151
2810,MA,Dukes,2,0,2,25007
2811,MA,Bristol,2,0,2,25005
2812,MA,Berkshire,2,0,2,25003
2813,MA,Barnstable,2,0,2,25001
2814,ID,Blaine,2,0,2,16013
2815,LA,East Carroll,2,0,2,22035
2816,GA,DeKalb,2,0,2,13089
2817,NJ,Middlesex,2,0,2,34023
2818,NM,Guadalupe,2,0,2,35019
2819,TN,Marion,2,2,0,47115
2820,TN,Marshall,2,2,0,47117
2821,TN,Dickson,2,2,0,47043
2822,NJ,Monmouth,2,2,0,34025
2823,IA,Johnson,2,0,2,19103
2824,NJ,Mercer,2,0,2,34021
2825,NJ,Passaic,2,0,2,34031
2826,TN,Decatur,2,2,0,47039
